60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2813.989683105693, currentmeanoutputAccel : 81.67754964119075, currentmeanoutputLidar : 2431.2325105211926, meanAccel100 : 597.5798765375015, meanLidar100 : 2221.7391026536066
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2837.877979181203, currentmeanoutputAccel : 81.64538755458825, currentmeanoutputLidar : 2431.3950386861247, meanAccel100 : 592.7695776086522, meanLidar100 : 2227.830618152862
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2825.9338311434476, currentmeanoutputAccel : 81.61325116681645, currentmeanoutputLidar : 2431.552665051469, meanAccel100 : 585.7979380598392, meanLidar100 : 2233.922133652117
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 156.51473799300197, currentmodeloutputLidar : 2831.905905162326, currentmeanoutputAccel : 81.64316390117196, currentmeanoutputLidar : 2431.7125505307463, meanAccel100 : 579.5270061202264, meanLidar100 : 2240.1330906317494
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 119.98503737389787, currentmodeloutputLidar : 2831.905905162326, currentmeanoutputAccel : 81.65847003828682, currentmeanoutputLidar : 2431.8723083569466, meanAccel100 : 571.6122376527538, meanLidar100 : 2246.344047611382
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2837.877979181203, currentmeanoutputAccel : 81.62636690138477, currentmeanoutputLidar : 2432.0343217930294, meanAccel100 : 561.9921948090558, meanLidar100 : 2252.734166811581
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 19.528360671361465, currentmodeloutputLidar : 2837.877979181203, currentmeanoutputAccel : 81.60159705446415, currentmeanoutputLidar : 2432.1962059802604, meanAccel100 : 552.8902110714623, meanLidar100 : 2258.7659615706475
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2837.877979181203, currentmeanoutputAccel : 81.56954219477805, currentmeanoutputLidar : 2432.357961073243, meanAccel100 : 544.700914835346, meanLidar100 : 2264.8574770699024
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2837.877979181203, currentmeanoutputAccel : 81.53751288699287, currentmeanoutputLidar : 2432.519587226335, meanAccel100 : 537.3639782803419, meanLidar100 : 2271.128154789724
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 421.3550674815071, currentmodeloutputLidar : 2837.877979181203, currentmeanoutputAccel : 81.67289836691101, currentmeanoutputLidar : 2432.6810845936475, meanAccel100 : 535.446168997839, meanLidar100 : 2277.279391029168
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2825.9338311434476, currentmeanoutputAccel : 81.6408534089639, currentmeanoutputLidar : 2432.8376965994416, meanAccel100 : 530.3314558971639, meanLidar100 : 2283.1917443078564
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2831.905905162326, currentmeanoutputAccel : 81.60883396451837, currentmeanoutputLidar : 2432.9965613321497, meanAccel100 : 524.607914452837, meanLidar100 : 2289.283259807112
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2831.905905162326, currentmeanoutputAccel : 81.57684000311654, currentmeanoutputLidar : 2433.15529963053, meanAccel100 : 518.1233375789454, meanLidar100 : 2295.3747753063667
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 421.3550674815071, currentmodeloutputLidar : 2909.542867407733, currentmeanoutputAccel : 81.71199442932117, currentmeanoutputLidar : 2433.344793492017, meanAccel100 : 515.1400786950519, meanLidar100 : 2302.3621019084535
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 625.3125626048386, currentmodeloutputLidar : 2921.4870154454884, currentmeanoutputAccel : 81.92813779638897, currentmeanoutputLidar : 2433.5388858267897, meanAccel100 : 514.6834574373131, meanLidar100 : 2309.3494285105403
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2891.6266453511007, currentmeanoutputAccel : 81.89605507427663, currentmeanoutputLidar : 2433.7209556835164, meanAccel100 : 508.1075563118738, meanLidar100 : 2316.038151411683
