60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 418.3109257632485, currentmodeloutputLidar : 2622.8833145016106, currentmeanoutputAccel : 170.01513068457737, currentmeanoutputLidar : 2679.690005700891, meanAccel100 : 156.1261303987873, meanLidar100 : 2648.503512042596
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2634.827462539366, currentmeanoutputAccel : 170.00899269018706, currentmeanoutputLidar : 2679.6883744543215, meanAccel100 : 156.1261303987873, meanLidar100 : 2648.085466861274
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2628.8553885204888, currentmeanoutputAccel : 170.0028551421476, currentmeanoutputLidar : 2679.686526183735, meanAccel100 : 156.1261303987873, meanLidar100 : 2647.8465839005194
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 190.00029689384746, currentmodeloutputLidar : 2622.8833145016106, currentmeanoutputAccel : 170.00358221609144, currentmeanoutputLidar : 2679.6844609128048, meanAccel100 : 158.01405327810824, meanLidar100 : 2647.5479801995752
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 214.3534306399169, currentmodeloutputLidar : 2604.9670924449783, currentmeanoutputAccel : 170.00519464468348, currentmeanoutputLidar : 2679.6817444114968, meanAccel100 : 160.14550749488987, meanLidar100 : 2647.129935018254
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 512.6793190292674, currentmodeloutputLidar : 2604.9670924449783, currentmeanoutputAccel : 170.01765280379004, currentmeanoutputLidar : 2679.6790281077097, meanAccel100 : 164.83348574100825, meanLidar100 : 2646.652169096744
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 116.9408956556392, currentmodeloutputLidar : 2616.911240482734, currentmeanoutputAccel : 170.0157232310577, currentmeanoutputLidar : 2679.6767462235484, meanAccel100 : 165.9908146079471, meanLidar100 : 2646.4730068761774
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 558.3414448031476, currentmodeloutputLidar : 2616.911240482734, currentmeanoutputAccel : 170.02984005967383, currentmeanoutputLidar : 2679.674464505294, meanAccel100 : 167.99994814199783, meanLidar100 : 2646.3535653957997
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 412.2226423267311, currentmodeloutputLidar : 2622.8833145016106, currentmeanoutputAccel : 170.03864418931383, currentmeanoutputLidar : 2679.6724000482072, meanAccel100 : 172.1100944756476, meanLidar100 : 2646.1744031752337
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 129.11746252867388, currentmodeloutputLidar : 2628.8553885204888, currentmeanoutputAccel : 170.0371566872542, currentmeanoutputLidar : 2679.6705528285956, meanAccel100 : 173.38918901131683, meanLidar100 : 2646.2341239154225
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 132.1616042469326, currentmodeloutputLidar : 2616.911240482734, currentmeanoutputAccel : 170.03577994513503, currentmeanoutputLidar : 2679.668271584281, meanAccel100 : 168.45767942773776, meanLidar100 : 2645.995240954667
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 162.60302142951937, currentmodeloutputLidar : 2634.827462539366, currentmeanoutputAccel : 170.03550978089706, currentmeanoutputLidar : 2679.6666417206197, meanAccel100 : 169.58401186349346, meanLidar100 : 2645.9355202144784
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 147.382312838226, currentmodeloutputLidar : 2664.687832633754, currentmeanoutputAccel : 170.0346864175073, currentmeanoutputLidar : 2679.6660972940185, meanAccel100 : 171.0457549022582, meanLidar100 : 2645.995240954667
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 247.83898954076238, currentmodeloutputLidar : 2646.771610577121, currentmeanoutputAccel : 170.03751422528237, currentmeanoutputLidar : 2679.6649017395107, meanAccel100 : 173.51206470804829, meanLidar100 : 2645.517475033157
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 421.3550674815071, currentmodeloutputLidar : 2652.743684595999, currentmeanoutputAccel : 170.0466480633073, currentmeanoutputLidar : 2679.6639233198434, meanAccel100 : 177.71353529324583, meanLidar100 : 2645.756357993912
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2646.771610577121, currentmeanoutputAccel : 170.04051204647703, currentmeanoutputLidar : 2679.6627279312424, meanAccel100 : 177.71353529324583, meanLidar100 : 2645.6966372537236
60 : 1.0, 40 : 0.2245791402013822, 20 : 0.04305433729730126, Accel60 : 0.6371816143291441, Accel40 : 0.3013688038056299, Accel20 : 0.06144958186522591, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 305.6776821876773, currentmodeloutputLidar : 2634.827462539366, currentmeanoutputAccel : 170.04544126005922, currentmeanoutputLidar : 2679.6610985651996, meanAccel100 : 180.7582320255051, meanLidar100 : 2645.517475033157
60 : 1.0, 40 : 0.36336155907865253, 20 : 0.0721035414300038, Accel60 : 0.4947980596469256, Accel40 : 0.41627579289498456, Accel20 : 0.0889261474580899, Lidar60 : 0.8984785858746557, Lidar40 : 0.0899873812496123, Lidar20 : 0.011534032875732163, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2634.827462539366, currentmeanoutputAccel : 170.03930573304785, currentmeanoutputLidar : 2679.659469317579, meanAccel100 : 180.7582320255051, meanLidar100 : 2645.3383128125906
60 : 1.0, 40 : 0.4546151793475415, 20 : 0.0905639824405253, Accel60 : 0.4246519999386954, Accel40 : 0.47308625208466154, Accel20 : 0.1022617479766431, Lidar60 : 0.8696962863050947, Lidar40 : 0.11534412620424195, Lidar20 : 0.014959587490663503, currentmodeloutputAccel : 330.03081593374674, currentmodeloutputLidar : 2640.7995365582437, currentmeanoutputAccel : 170.04511958929993, currentmeanoutputLidar : 2679.6580572047565, meanAccel100 : 184.04646009522503, meanLidar100 : 2645.159150592024
60 : 1.0, 40 : 0.506758898300857, 20 : 0.10080908315201358, Accel60 : 0.3910153749135684, Accel40 : 0.5004763869645539, Accel20 : 0.10850823812187785, Lidar60 : 0.8530999739082349, Lidar40 : 0.12999013656356947, Lidar20 : 0.016909889528195707, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2652.743684595999, currentmeanoutputAccel : 170.03898451987305, currentmeanoutputLidar : 2679.657079211566, meanAccel100 : 184.04646009522503, meanLidar100 : 2645.278592072402
60 : 1.0, 40 : 0.534310680229947, 20 : 0.1061098836183633, Accel60 : 0.3748677575510357, Accel40 : 0.5136918550935167, Accel20 : 0.11144038735544759, Lidar60 : 0.8443317843689594, Lidar40 : 0.13773948148579562, Lidar20 : 0.017928734145244925, currentmodeloutputAccel : 406.13435889021366, currentmodeloutputLidar : 2640.7995365582437, currentmeanoutputAccel : 170.04756325517957, currentmeanoutputLidar : 2679.6556672882107, meanAccel100 : 188.09572359450962, meanLidar100 : 2645.218871332213
60 : 1.0, 40 : 0.5482828805273067, 20 : 0.10876139616168935, Accel60 : 0.36707591909379667, Accel40 : 0.5200928618111296, Accel20 : 0.11283121909507382, Lidar60 : 0.8398924330109987, Lidar40 : 0.14166722298618414, Lidar20 : 0.01844034400281719, currentmodeloutputAccel : 202.1768637668822, currentmodeloutputLidar : 2640.7995365582437, currentmeanoutputAccel : 170.0487306594566, currentmeanoutputLidar : 2679.654255467459, meanAccel100 : 186.05614864327632, meanLidar100 : 2644.979988371458
60 : 1.0, 40 : 0.5552225811657058, 20 : 0.11006725715596836, Accel60 : 0.36330173759140516, Accel40 : 0.5232010956560982, Accel20 : 0.11349716675249674, Lidar60 : 0.837690398417577, Lidar40 : 0.14361685805852337, Lidar20 : 0.018692743523899644, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2646.771610577121, currentmeanoutputAccel : 170.04259612754882, currentmeanoutputLidar : 2679.6530607341488, meanAccel100 : 184.68572985605934, meanLidar100 : 2644.979988371458
60 : 1.0, 40 : 0.558633844010197, 20 : 0.11070595718754815, Accel60 : 0.3614695573577633, Accel40 : 0.5247123191717596, Accel20 : 0.11381812347047705, Lidar60 : 0.8366088677567685, Lidar40 : 0.14457483687565423, Lidar20 : 0.0188162953675774, currentmodeloutputAccel : 326.98667421548805, currentmodeloutputLidar : 2640.7995365582437, currentmeanoutputAccel : 170.04829820857222, currentmeanoutputLidar : 2679.6516491106863, meanAccel100 : 186.51221488701455, meanLidar100 : 2644.8008261508917
60 : 1.0, 40 : 0.560302119055842, 20 : 0.11101741349049682, Accel60 : 0.36057906397977557, Accel40 : 0.5254474895437337, Accel20 : 0.11397344647649073, Lidar60 : 0.8360801989876715, Lidar40 : 0.145043231284729, Lidar20 : 0.018876569727599497, currentmodeloutputAccel : 40.837352699172236, currentmodeloutputLidar : 2640.7995365582437, currentmeanoutputAccel : 170.04360389629215, currentmeanoutputLidar : 2679.650237589794, meanAccel100 : 184.563964187329, meanLidar100 : 2644.621663930325
60 : 1.0, 40 : 0.5611159384399752, 20 : 0.11116910132413305, Accel60 : 0.36014599030851707, Accel40 : 0.525805213111378, Accel20 : 0.11404879658010489, Lidar60 : 0.835822371808816, Lidar40 : 0.1452716967426096, Lidar20 : 0.018905931448574352, currentmodeloutputAccel : 211.30928892165824, currentmodeloutputLidar : 2652.743684595999, currentmeanoutputAccel : 170.0451030492757, currentmeanoutputLidar : 2679.649260093863, meanAccel100 : 185.7207380402673, meanLidar100 : 2644.3230602293816
60 : 1.0, 40 : 0.5615124471448167, 20 : 0.11124293978692455, Accel60 : 0.3599353069060806, Accel40 : 0.5259792915505461, Accel20 : 0.1140854015433732, Lidar60 : 0.8356967715345746, Lidar40 : 0.1453830026995095, Lidar20 : 0.018920225765916045, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2658.7157586148764, currentmeanoutputAccel : 170.03896954057197, currentmeanoutputLidar : 2679.6484996222725, meanAccel100 : 185.20267893416275, meanLidar100 : 2644.0841772686263
60 : 1.0, 40 : 0.5617055171911373, 20 : 0.11127887573564152, Accel60 : 0.3598327963153273, Accel40 : 0.5260640055147664, Accel20 : 0.11410319816990631, Lidar60 : 0.83563561836673, Lidar40 : 0.14543719863988744, Lidar20 : 0.01892718299338269, currentmodeloutputAccel : 129.11746252867388, currentmodeloutputLidar : 2652.743684595999, currentmeanoutputAccel : 170.0374829993408, currentmeanoutputLidar : 2679.647522260494, meanAccel100 : 184.98958901388465, meanLidar100 : 2643.9050150480602
60 : 1.0, 40 : 0.47254041386604223, 20 : 0.6052745175396277, Accel60 : 0.12694378175294374, Accel40 : 0.30938002226008215, Accel20 : 0.5636761959869742, Lidar60 : 0.8356058514075866, Lidar40 : 0.14546357976020197, Lidar20 : 0.01893056883221148, currentmodeloutputAccel : 530.9441693388196, currentmodeloutputLidar : 2622.8833145016106, currentmeanoutputAccel : 170.05059305369582, currentmeanoutputLidar : 2679.645460281935, meanAccel100 : 190.28695061765532, meanLidar100 : 2643.4272491265497
60 : 1.0, 40 : 0.5639434068116886, 20 : 0.2279211783247026, Accel60 : 0.3068765552235966, Accel40 : 0.4790520595771391, Accel20 : 0.21407138519926422, Lidar60 : 0.809279217143413, Lidar40 : 0.15039662922404393, Lidar20 : 0.04032415363254308, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2646.771610577121, currentmeanoutputAccel : 170.04446001395402, currentmeanoutputLidar : 2679.644266171884, meanAccel100 : 187.21181246821348, meanLidar100 : 2643.068924685417
60 : 1.0, 40 : 0.4524777758514919, 20 : 0.6895007478358124, Accel60 : 0.107607812118895, Accel40 : 0.2728603301906641, Accel20 : 0.619531857690441, Lidar60 : 0.8261083656498271, Lidar40 : 0.1496254892026835, Lidar20 : 0.024266145147489402, currentmodeloutputAccel : 646.6215546326493, currentmodeloutputLidar : 2652.743684595999, currentmeanoutputAccel : 170.06177057639704, currentmeanoutputLidar : 2679.6432890703773, meanAccel100 : 193.66594792492245, meanLidar100 : 2642.9494832050395
60 : 1.0, 40 : 0.3813004792726299, 20 : 0.9029430024071794, Accel60 : 0.070009136401713, Accel40 : 0.18324559541165458, Accel20 : 0.7467452681866323, Lidar60 : 0.8055542683055734, Lidar40 : 0.15060715043680936, Lidar20 : 0.0438385812576172, currentmodeloutputAccel : 317.85424906071205, currentmodeloutputLidar : 2640.7995365582437, currentmeanoutputAccel : 170.06713860191226, currentmeanoutputLidar : 2679.6418782120118, meanAccel100 : 196.83241032591204, meanLidar100 : 2642.650879504096
