60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2736.352720860285, currentmeanoutputAccel : 174.10659640547553, currentmeanoutputLidar : 2722.0725310705075, meanAccel100 : 208.43003525847703, meanLidar100 : 2649.040998704295
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 220.4417140764343, currentmodeloutputLidar : 2646.771610577121, currentmeanoutputAccel : 174.11122899072558, currentmeanoutputLidar : 2722.0650024841752, meanAccel100 : 210.59137587844072, meanLidar100 : 2649.220160924861
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2742.3247948791623, currentmeanoutputAccel : 174.0939438542636, currentmeanoutputLidar : 2722.067027855803, meanAccel100 : 207.79021048364214, meanLidar100 : 2650.2354135080705
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2688.576128709264, currentmeanoutputAccel : 174.0766621734467, currentmeanoutputLidar : 2722.0636801049886, meanAccel100 : 204.95860367166102, meanLidar100 : 2650.4145757286365
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 4.3076520800680695, currentmodeloutputLidar : 2688.576128709264, currentmeanoutputAccel : 174.05969375664574, currentmeanoutputLidar : 2722.0603330233903, meanAccel100 : 198.41369897740486, meanLidar100 : 2650.7131794295806
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 37.79321098091354, currentmodeloutputLidar : 2640.7995365582437, currentmeanoutputAccel : 174.04607527945447, currentmeanoutputLidar : 2722.0522118164677, meanAccel100 : 192.7515953814437, meanLidar100 : 2650.593737949203
60 : 1.0, 40 : 0.5428388224913848, 20 : 0.31393043406446836, Accel60 : 0.28130135303279324, Accel40 : 0.4373972939344136, Accel20 : 0.28130135303279313, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2646.771610577121, currentmeanoutputAccel : 174.0288035630242, currentmeanoutputLidar : 2722.0446890222997, meanAccel100 : 189.31116022581085, meanLidar100 : 2649.8770890669375
60 : 1.0, 40 : 0.43401270967420336, 20 : 0.7395811440191496, Accel60 : 0.09787455883336861, Accel40 : 0.249580949324938, Accel20 : 0.6525444918416934, Lidar60 : 0.8222605421201128, Lidar40 : 0.14976937910622914, Lidar20 : 0.027970078773658053, currentmodeloutputAccel : 250.88313125902104, currentmodeloutputLidar : 2664.687832633754, currentmeanoutputAccel : 174.03648285236235, currentmeanoutputLidar : 2722.0389579215416, meanAccel100 : 191.80791144878353, meanLidar100 : 2649.3396024052386
60 : 1.0, 40 : 0.558664387986553, 20 : 0.25748739399169274, Accel60 : 0.2970948678078779, Accel40 : 0.46529101581320004, Accel20 : 0.23761411637892194, Lidar60 : 0.8041346769064395, Lidar40 : 0.14992671381733458, Lidar20 : 0.04593860927622597, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2760.241016935794, currentmeanoutputAccel : 174.01921554554943, currentmeanoutputLidar : 2722.042774692349, meanAccel100 : 189.73734006636707, meanLidar100 : 2650.2354135080705
60 : 1.0, 40 : 0.5727922356417334, 20 : 0.1480575193394383, Accel60 : 0.3376935709492496, Accel40 : 0.5157851637870559, Accel20 : 0.14652126526369463, Lidar60 : 0.8245229411028921, Lidar40 : 0.1499234304510279, Lidar20 : 0.025553628446079876, currentmodeloutputAccel : 326.98667421548805, currentmodeloutputLidar : 2790.101387030183, currentmeanoutputAccel : 174.034497009952, currentmeanoutputLidar : 2722.049573754521, meanAccel100 : 186.1756942560044, meanLidar100 : 2651.429828311846
60 : 1.0, 40 : 0.5700772424371872, 20 : 0.12121317595655018, Accel60 : 0.35137214970051595, Accel40 : 0.5260078116945474, Accel20 : 0.12262003860493684, Lidar60 : 0.8311568697090851, Lidar40 : 0.14812507079242904, Lidar20 : 0.02071805949848588, currentmodeloutputAccel : 263.0596981320558, currentmodeloutputLidar : 2682.604054690387, currentmeanoutputAccel : 174.0433897480523, currentmeanoutputLidar : 2722.045633536854, meanAccel100 : 185.84083866699595, meanLidar100 : 2651.967314973545
