60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2682.604054690387, currentmeanoutputAccel : 172.38766257051003, currentmeanoutputLidar : 2675.4764998969554, meanAccel100 : 234.48677833877022, meanLidar100 : 2642.7703209844735
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 607.0477122952865, currentmodeloutputLidar : 2652.743684595999, currentmeanoutputAccel : 172.4311198840198, currentmeanoutputLidar : 2675.474227069991, meanAccel100 : 240.54517537210555, meanLidar100 : 2643.068924685417
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2664.687832633754, currentmeanoutputAccel : 172.41400270808037, currentmeanoutputLidar : 2675.473148754042, meanAccel100 : 239.3878465051667, meanLidar100 : 2643.666132087305
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 40.837352699172236, currentmodeloutputLidar : 2634.827462539366, currentmeanoutputAccel : 172.4008503040411, currentmeanoutputLidar : 2675.4690858105982, meanAccel100 : 239.7841399425409, meanLidar100 : 2643.8452943078714
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 229.5741392312103, currentmodeloutputLidar : 2628.8553885204888, currentmeanoutputAccel : 172.40656477569797, currentmeanoutputLidar : 2675.4644267703893, meanAccel100 : 242.06780124523544, meanLidar100 : 2643.7855735676826
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2622.8833145016106, currentmeanoutputAccel : 172.38945518587047, currentmeanoutputLidar : 2675.4591718121374, meanAccel100 : 239.14487018170655, meanLidar100 : 2643.7855735676826
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 40.837352699172236, currentmodeloutputLidar : 2634.827462539366, currentmeanoutputAccel : 172.37630917782744, currentmeanoutputLidar : 2675.4551114834403, meanAccel100 : 237.6227993225772, meanLidar100 : 2644.0244565284374
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 369.6046582711095, currentmodeloutputLidar : 2634.827462539366, currentmeanoutputAccel : 172.39601624708135, currentmeanoutputLidar : 2675.4510519661594, meanAccel100 : 235.1266031136051, meanLidar100 : 2644.3230602293816
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2634.827462539366, currentmeanoutputAccel : 172.3789128394197, currentmeanoutputLidar : 2675.4469932600523, meanAccel100 : 229.4639445036434, meanLidar100 : 2644.502222449948
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2634.827462539366, currentmeanoutputAccel : 172.36181284902236, currentmeanoutputLidar : 2675.442935364875, meanAccel100 : 229.4639445036434, meanLidar100 : 2644.681384670514
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2646.771610577121, currentmeanoutputAccel : 172.3447162748652, currentmeanoutputLidar : 2675.4400713827768, meanAccel100 : 229.4639445036434, meanLidar100 : 2644.9202676312693
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 205.2210054851409, currentmodeloutputLidar : 2652.743684595999, currentmeanoutputAccel : 172.34799996336002, currentmeanoutputLidar : 2675.4378044644004, meanAccel100 : 226.54156845411507, meanLidar100 : 2645.099429851836
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 877.976325220309, currentmodeloutputLidar : 2652.743684595999, currentmeanoutputAccel : 172.4184711832998, currentmeanoutputLidar : 2675.4355379988187, meanAccel100 : 232.84294181091053, meanLidar100 : 2645.3383128125906
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2736.352720860285, currentmeanoutputAccel : 172.401374073032, currentmeanoutputLidar : 2675.4416212006226, meanAccel100 : 231.04634318313734, meanLidar100 : 2646.592448356555
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 49.96977785394825, currentmodeloutputLidar : 2748.29686889804, currentmeanoutputAccel : 172.3891492506437, currentmeanoutputLidar : 2675.448895813473, meanAccel100 : 231.1072260175025, meanLidar100 : 2647.906304640708
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 119.98503737389787, currentmodeloutputLidar : 2748.29686889804, currentmeanoutputAccel : 172.3839172107199, currentmeanoutputLidar : 2675.456168973725, meanAccel100 : 232.29499630162397, meanLidar100 : 2649.1007194444837
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 345.2515245250401, currentmodeloutputLidar : 2664.687832633754, currentmeanoutputAccel : 172.40117463383203, currentmeanoutputLidar : 2675.4550939676014, meanAccel100 : 232.29499630162397, meanLidar100 : 2649.3396024052386
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 107.80847050086312, currentmodeloutputLidar : 2664.687832633754, currentmeanoutputAccel : 172.39472696921504, currentmeanoutputLidar : 2675.454019176093, meanAccel100 : 226.17627144792402, meanLidar100 : 2649.578485365994
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 272.1921232868318, currentmodeloutputLidar : 2676.631980671509, currentmeanoutputAccel : 172.40468778330003, currentmeanoutputLidar : 2675.4541367488546, meanAccel100 : 225.4761188527245, meanLidar100 : 2649.8173683267487
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2676.631980671509, currentmeanoutputAccel : 172.38760228641166, currentmeanoutputLidar : 2675.454254298148, meanAccel100 : 224.9276183294374, meanLidar100 : 2650.056251287504
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2676.631980671509, currentmeanoutputAccel : 172.3705201994618, currentmeanoutputLidar : 2675.4543718239815, meanAccel100 : 218.5343657070936, meanLidar100 : 2650.3548549884476
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 214.3534306399169, currentmodeloutputLidar : 2670.6599066526314, currentmeanoutputAccel : 172.37470927454066, currentmeanoutputLidar : 2675.453893429931, meanAccel100 : 213.99859454688817, meanLidar100 : 2650.593737949203
60 : 1.0, 40 : 0.3455347711774452, 20 : 0.9999999999999999, Accel60 : 0.05684560082918779, Accel40 : 0.14731598756218342, Accel20 : 0.7958384116086288, Lidar60 : 0.7958384116086289, Lidar40 : 0.1473159875621834, Lidar20 : 0.05684560082918777, currentmodeloutputAccel : 296.5452570329013, currentmodeloutputLidar : 2670.6599066526314, currentmeanoutputAccel : 172.387097835626, currentmeanoutputLidar : 2675.45341513134, meanAccel100 : 216.95196702759966, meanLidar100 : 2650.832620909958
