-26.0,-558.0,878.0,19:01:06.244180
-23.0,-561.0,881.0,19:01:06.246422
-19.0,-563.0,884.0,19:01:06.256241
-15.0,-565.0,881.0,19:01:06.265367
-14.0,-564.0,879.0,19:01:06.275437
-13.0,-562.0,877.0,19:01:06.285530
-12.0,-560.0,875.0,19:01:06.295086
-17.0,-561.0,879.0,19:01:06.325853
-12.0,-558.0,877.0,19:01:06.355338
-13.0,-565.0,882.0,19:01:06.374137
-17.0,-561.0,875.0,19:01:06.394026
-22.0,-555.0,877.0,19:01:06.404391
-25.0,-560.0,876.0,19:01:06.413937
-23.0,-562.0,883.0,19:01:06.423694
-24.0,-563.0,881.0,19:01:06.433436
-20.0,-560.0,876.0,19:01:06.443047
-17.0,-557.0,879.0,19:01:06.454181
-16.0,-560.0,876.0,19:01:06.463181
-15.0,-565.0,884.0,19:01:06.483071
-20.0,-558.0,877.0,19:01:06.502501
-18.0,-562.0,882.0,19:01:06.522702
-19.0,-561.0,883.0,19:01:06.532199
-14.0,-560.0,880.0,19:01:06.541865
-12.0,-562.0,879.0,19:01:06.591508
-11.0,-560.0,880.0,19:01:06.601299
-14.0,-555.0,872.0,19:01:06.611263
-16.0,-557.0,877.0,19:01:06.621030
-21.0,-559.0,887.0,19:01:06.641506
-22.0,-561.0,883.0,19:01:06.654453
-20.0,-560.0,879.0,19:01:06.660862
-16.0,-564.0,881.0,19:01:06.691755
-15.0,-559.0,882.0,19:01:06.701623
-13.0,-557.0,877.0,19:01:06.719695
-15.0,-559.0,879.0,19:01:06.739465
-17.0,-564.0,878.0,19:01:06.759291
-12.0,-560.0,877.0,19:01:06.770088
-14.0,-558.0,878.0,19:01:06.789094
-17.0,-562.0,877.0,19:01:06.798793
-16.0,-561.0,878.0,19:01:06.811613
-20.0,-559.0,877.0,19:01:06.818838
-19.0,-560.0,880.0,19:01:06.838386
-22.0,-558.0,883.0,19:01:06.851622
-23.0,-557.0,882.0,19:01:06.858027
-18.0,-558.0,878.0,19:01:06.888704
-19.0,-562.0,882.0,19:01:06.908454
-18.0,-564.0,878.0,19:01:06.937191
-16.0,-561.0,882.0,19:01:06.946909
-14.0,-560.0,880.0,19:01:06.967526
-17.0,-555.0,879.0,19:01:07.011693
-14.0,-557.0,877.0,19:01:07.027589
-15.0,-559.0,880.0,19:01:07.040447
-18.0,-562.0,878.0,19:01:07.049570
-17.0,-561.0,880.0,19:01:07.087655
-15.0,-560.0,881.0,19:01:07.108634
-18.0,-557.0,883.0,19:01:07.127192
-21.0,-558.0,880.0,19:01:07.139056
