60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2658.7157586148764, currentmeanoutputAccel : 169.9889225456425, currentmeanoutputLidar : 2594.4055942780665, meanAccel100 : 168.33424871700572, meanLidar100 : 2687.9789213073764
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 333.0749576520055, currentmodeloutputLidar : 2622.8833145016106, currentmeanoutputAccel : 169.9929994926728, currentmeanoutputLidar : 2594.4063061854768, meanAccel100 : 171.01309342907336, meanLidar100 : 2687.3817139054886
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 83.45533675479372, currentmodeloutputLidar : 2634.827462539366, currentmeanoutputAccel : 169.99083621335032, currentmeanoutputLidar : 2594.4073166386015, meanAccel100 : 169.73455390740472, meanLidar100 : 2686.8442272437896
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2736.352720860285, currentmeanoutputAccel : 169.9866170645839, currentmeanoutputLidar : 2594.4108649188793, meanAccel100 : 169.73455390740472, meanLidar100 : 2687.4414346456774
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 104.76432878260448, currentmodeloutputLidar : 2616.911240482734, currentmeanoutputAccel : 169.98498671117102, currentmeanoutputLidar : 2594.4114273579635, meanAccel100 : 170.77011710561322, meanLidar100 : 2686.9039479839785
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 232.61828094946904, currentmodeloutputLidar : 2742.3247948791623, currentmeanoutputAccel : 169.98655230868735, currentmeanoutputLidar : 2594.4151246375595, meanAccel100 : 173.08421982549038, meanLidar100 : 2687.620596866244
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 728.8133810256336, currentmodeloutputLidar : 2730.380646841407, currentmeanoutputAccel : 170.00052053496566, currentmeanoutputLidar : 2594.418523180869, meanAccel100 : 176.9807212248615, meanLidar100 : 2688.098362787754
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 196.08858033036486, currentmodeloutputLidar : 2658.7157586148764, currentmeanoutputAccel : 170.00117260604634, currentmeanoutputLidar : 2594.4201302903334, meanAccel100 : 178.9295269385476, meanLidar100 : 2687.859479826999
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 162.60302142951937, currentmodeloutputLidar : 2640.7995365582437, currentmeanoutputAccel : 170.00098769387216, currentmeanoutputLidar : 2594.4212895146647, meanAccel100 : 179.62967953374712, meanLidar100 : 2687.3219931653
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 229.5741392312103, currentmodeloutputLidar : 2640.7995365582437, currentmeanoutputAccel : 170.00247665042144, currentmeanoutputLidar : 2594.422448681049, meanAccel100 : 178.07716725743518, meanLidar100 : 2686.9039479839785
60 : 1.0, 40 : 0.05630614214451649, 20 : 0.00688854754878224, Accel60 : 0.9405615074022533, Accel40 : 0.052959389931451974, Accel20 : 0.006479102666294721, Lidar60 : 0.9405615074022533, Lidar40 : 0.052959389931451974, Lidar20 : 0.006479102666294721, currentmodeloutputAccel : 1.2080089617529923, currentmodeloutputLidar : 2676.631980671509, currentmeanoutputAccel : 169.99825794887215, currentmeanoutputLidar : 2594.424503354314, meanAccel100 : 176.0674787093839, meanLidar100 : 2686.8442272437896
