123.0,-612.0,791.0,12:32:57.436192
175.0,-610.0,881.0,12:32:57.445984
-1.0,-608.0,854.0,12:32:57.456526
279.0,-643.0,831.0,12:32:57.467049
88.0,-681.0,849.0,12:32:57.476544
177.0,-544.0,978.0,12:32:57.485884
-88.0,-573.0,1065.0,12:32:57.496509
140.0,-420.0,1031.0,12:32:57.505817
75.0,-552.0,966.0,12:32:57.516463
41.0,-400.0,824.0,12:32:57.525763
152.0,-471.0,910.0,12:32:57.536172
-82.0,-384.0,997.0,12:32:57.545502
166.0,-416.0,884.0,12:32:57.554861
-72.0,-391.0,836.0,12:32:57.565368
173.0,-523.0,848.0,12:32:57.574778
87.0,-488.0,752.0,12:32:57.585177
-6.0,-479.0,809.0,12:32:57.594683
11.0,-399.0,798.0,12:32:57.605179
-13.0,-436.0,799.0,12:32:57.614665
-38.0,-371.0,832.0,12:32:57.623967
-89.0,-294.0,1003.0,12:32:57.634591
-97.0,-382.0,1065.0,12:32:57.644001
88.0,-423.0,997.0,12:32:57.653506
68.0,-556.0,1073.0,12:32:57.663926
175.0,-601.0,1129.0,12:32:57.673307
187.0,-671.0,1069.0,12:32:57.683703
101.0,-719.0,922.0,12:32:57.693044
124.0,-715.0,980.0,12:32:57.703455
78.0,-685.0,830.0,12:32:57.712843
234.0,-570.0,768.0,12:32:57.723478
-13.0,-507.0,781.0,12:32:57.732803
-107.0,-382.0,742.0,12:32:57.742175
22.0,-281.0,858.0,12:32:57.752699
-123.0,-300.0,997.0,12:32:57.762006
27.0,-345.0,1022.0,12:32:57.772559
-203.0,-366.0,1107.0,12:32:57.781855
-11.0,-455.0,1063.0,12:32:57.792475
51.0,-546.0,1069.0,12:32:57.802943
-17.0,-441.0,1129.0,12:32:57.811219
-29.0,-485.0,915.0,12:32:57.821783
135.0,-588.0,958.0,12:32:57.831301
-83.0,-441.0,893.0,12:32:57.841889
98.0,-396.0,824.0,12:32:57.851281
-79.0,-356.0,958.0,12:32:57.860684
-21.0,-477.0,1018.0,12:32:57.871175
98.0,-546.0,1004.0,12:32:57.880545
135.0,-564.0,948.0,12:32:57.890958
138.0,-510.0,884.0,12:32:57.900252
-72.0,-381.0,951.0,12:32:57.910599
117.0,-479.0,916.0,12:32:57.920173
3.0,-499.0,798.0,12:32:57.930605
74.0,-459.0,810.0,12:32:57.940036
34.0,-427.0,846.0,12:32:57.949364
-26.0,-449.0,923.0,12:32:57.960039
154.0,-480.0,870.0,12:32:57.969388
147.0,-502.0,896.0,12:32:57.979925
113.0,-465.0,971.0,12:32:57.989189
73.0,-422.0,974.0,12:32:57.999697
127.0,-441.0,967.0,12:32:58.008996
91.0,-543.0,970.0,12:32:58.018385
145.0,-439.0,1015.0,12:32:58.028949
-12.0,-506.0,1000.0,12:32:58.038320
115.0,-671.0,920.0,12:32:58.058094
90.0,-654.0,899.0,12:32:58.068557
-43.0,-612.0,895.0,12:32:58.077995
105.0,-583.0,855.0,12:32:58.087401
91.0,-523.0,890.0,12:32:58.097958
