-27.0,-567.0,877.0,19:01:05.560840
-24.0,-564.0,873.0,19:01:05.572798
-22.0,-566.0,876.0,19:01:05.582412
-24.0,-563.0,874.0,19:01:05.592098
-20.0,-566.0,876.0,19:01:05.602853
-30.0,-565.0,878.0,19:01:05.621583
-38.0,-566.0,875.0,19:01:05.641699
-30.0,-569.0,877.0,19:01:05.661305
-29.0,-570.0,879.0,19:01:05.681043
-31.0,-568.0,876.0,19:01:05.701452
-28.0,-562.0,879.0,19:01:05.711594
-30.0,-563.0,877.0,19:01:05.720643
-35.0,-564.0,874.0,19:01:05.730383
-36.0,-568.0,877.0,19:01:05.751391
-29.0,-566.0,879.0,19:01:05.770452
-18.0,-561.0,876.0,19:01:05.789507
-24.0,-566.0,875.0,19:01:05.819874
-32.0,-567.0,872.0,19:01:05.858666
-30.0,-565.0,880.0,19:01:05.868688
-27.0,-564.0,878.0,19:01:05.879444
-22.0,-566.0,876.0,19:01:05.889081
-29.0,-562.0,878.0,19:01:05.908627
-30.0,-568.0,877.0,19:01:05.938278
-28.0,-567.0,876.0,19:01:05.957823
-30.0,-562.0,873.0,19:01:05.977519
-31.0,-565.0,875.0,19:01:05.987549
-30.0,-566.0,876.0,19:01:05.996999
-26.0,-567.0,879.0,19:01:06.006934
-25.0,-563.0,875.0,19:01:06.026842
-30.0,-560.0,874.0,19:01:06.036630
-32.0,-566.0,877.0,19:01:06.057608
-33.0,-569.0,878.0,19:01:06.066211
-29.0,-568.0,872.0,19:01:06.096204
-22.0,-566.0,873.0,19:01:06.106072
-25.0,-565.0,878.0,19:01:06.126274
-30.0,-571.0,879.0,19:01:06.136054
-32.0,-565.0,875.0,19:01:06.146252
-36.0,-570.0,878.0,19:01:06.175547
-32.0,-566.0,873.0,19:01:06.185453
-30.0,-569.0,875.0,19:01:06.195475
-26.0,-567.0,880.0,19:01:06.205418
-28.0,-564.0,873.0,19:01:06.215549
-29.0,-566.0,878.0,19:01:06.225160
-28.0,-565.0,881.0,19:01:06.234832
-29.0,-566.0,879.0,19:01:06.254337
-30.0,-567.0,880.0,19:01:06.294862
-29.0,-566.0,878.0,19:01:06.307529
-30.0,-564.0,876.0,19:01:06.314096
-29.0,-566.0,874.0,19:01:06.334393
-23.0,-564.0,878.0,19:01:06.355436
-30.0,-566.0,880.0,19:01:06.362841
-34.0,-567.0,878.0,19:01:06.373607
-32.0,-566.0,876.0,19:01:06.382755
-31.0,-567.0,877.0,19:01:06.393119
-29.0,-566.0,872.0,19:01:06.402716
-24.0,-562.0,874.0,19:01:06.433032
-20.0,-565.0,872.0,19:01:06.443636
-21.0,-566.0,874.0,19:01:06.453179
-26.0,-565.0,881.0,19:01:06.477834
-32.0,-563.0,880.0,19:01:06.484710
-30.0,-566.0,873.0,19:01:06.494615
-29.0,-564.0,875.0,19:01:06.554351
-31.0,-567.0,877.0,19:01:06.565693
-33.0,-565.0,876.0,19:01:06.570793
-32.0,-566.0,878.0,19:01:06.585975
-30.0,-569.0,877.0,19:01:06.589967
-27.0,-567.0,876.0,19:01:06.606296
-35.0,-566.0,874.0,19:01:06.646911
-36.0,-565.0,881.0,19:01:06.667207
-34.0,-566.0,874.0,19:01:06.668912
-31.0,-565.0,877.0,19:01:06.694472
-28.0,-567.0,876.0,19:01:06.708958
-27.0,-564.0,875.0,19:01:06.727041
-32.0,-565.0,877.0,19:01:06.728805
-30.0,-566.0,876.0,19:01:06.748408
-33.0,-567.0,878.0,19:01:06.768745
-29.0,-565.0,877.0,19:01:06.789045
-28.0,-562.0,879.0,19:01:06.809434
-32.0,-565.0,876.0,19:01:06.817895
-29.0,-566.0,880.0,19:01:06.860074
-30.0,-567.0,871.0,19:01:06.890544
-31.0,-568.0,878.0,19:01:06.909530
-29.0,-563.0,875.0,19:01:06.949145
-31.0,-564.0,876.0,19:01:06.957569
-36.0,-566.0,878.0,19:01:06.969472
-31.0,-567.0,876.0,19:01:06.999485
-34.0,-566.0,877.0,19:01:07.064142
-32.0,-567.0,874.0,19:01:07.079464
-35.0,-566.0,880.0,19:01:07.099462
-32.0,-567.0,879.0,19:01:07.119505
-31.0,-564.0,877.0,19:01:07.123492
-32.0,-565.0,874.0,19:01:07.139465
-33.0,-566.0,876.0,19:01:07.154778
-32.0,-565.0,877.0,19:01:07.174203
-30.0,-568.0,876.0,19:01:07.212046
-32.0,-564.0,879.0,19:01:07.222887
